Week_Start,Reported_Category,Store_Type,Reported_Retailer,Competitor_Volume,Competitor_Sales
2026-06-15,Packaged Snacks,Online,WebCart.com,4438,12902.38
2024-01-08,Beverages,Convenience,Coxner Store,1199,3729.99
2024-09-09,bEVS,Hypermarket,GiantStore,1888,5425.86
2024-08-26,Seacks,Supermarket,Fresh Grocer,2952,15926.75
2024-07-01,BITES,Convenience,CornerStorx Inc,3201,9466.85
2025-11-10,Beverage,Hypermarket,GiantStore,1285,6876.8
2025-10-20,F&B - Bev,Convenience,Quick Stop,1576,7768.01
2024-06-17,Packaged Snacks,Supermarket,FreshGrocer LLC,3610,16202.34
2024-04-15,sNACK,Online,Prime Pntry,2925,10636.82
2025-05-05,liquid refreshment,Hypermarket,THE GIANT STORE,3371,10368.98
2025-09-15,F&Bx- BEV,Supermarket,Daily-Shop,4593,14175.86
2026-06-08,Snacks,Online,WebCart.com,1971,8466.24
2025-07-28,Beverages,Convenience,Quick-Stop,3465,6837.05
2024-09-23,SNACK,Hypermarket,Mega Mart,4928,19142.25
2026-01-19,Beverages,Supermarket,Daily-Shop,3317,5888.79
2024-04-01,Beverage,Convenience,Quick-Stop,2838,6648.05
2024-07-15,F&B - Snacks,Online,PrimePantry,3209,15698.68
2025-07-21,lIQUID rEFRESHMENT,Supermarket,DailyShop,2978,17267.33
2024-04-22,Packaged Snacks,Convenience,CornerStore Inc,3126,15682.82
2025-01-06,Beverage,Supermarket,DailyShop,2438,14299.41
2025-06-16,beverages,Supermarket,Fresh Gr,1133,1921.63
2024-05-06,Bevs,Supermarket,DAILYSHOP,4095,21106.61
2026-01-05,f&b - bEV,Hypermarket,gIANT,1864,10867.27
2025-03-03,snack,Convenience,QuickStop Convenience,4924,30496.67
2025-12-22,Beverage,Supermarket,DaelyShop,1271,4879.59
2024-02-12,Bevs,Supermarket,DailyShop Local,2394,9770.0
2024-04-15,Snack,Convenience,QuickStop,2182,10921.43
2025-09-15,Bites,Online,pRIME sNTRY,2277,12650.74
2025-03-24,Bites,Supermarket,Daily-Shop,2718,8905.14
2024-01-08,Bites,Online,WebCart Online,3850,20259.02
2026-04-13,F&B - Bev,Convenience,Quick Stop,2443,10518.34
2026-06-08,F&Be- Bev,Convenience,CornerStore,3184,20156.57
2026-04-20,Drinks,Convenience,CornerStore,1724,9770.34
2025-04-21,f&b - snacks,Supermarket,Fresh Gr,1239,7073.19
2024-04-29,Bites,Supermarket,Daily-Shop,1608,10342.58
2026-02-16,Snacks,Convenience,quickstop,2036,10286.66
2026-01-05,Drinks,Online,PRIME PANTRY,1217,5557.59
2025-03-31,Pacaaged Snacks,Online,pRIME pANTRY,2042,5041.48
2024-08-26,Bites,Online,web cart,1817,9963.69
2024-04-29,F&B - Snacks,Hypermarket,Giant Corp,2345,5682.89
2025-10-27,Snacks,Hypermarket,The Gzant Store,1060,6207.04
2024-04-01,f&b - snacks,Online,wEBcART,4070,9198.16
2025-06-30,Drinks,Supermarket,FreshGrocer LLC,1951,9026.4
2024-01-15,Snacks,Online,WebCart Online,1222,2051.21
2025-05-05,sNACKS,Convenience,Quick-Stop,2650,10211.13
2025-03-03,Beverage,Hypermarket,MMart,1698,8106.13
2025-06-09,beverage,Online,WebCart,2689,13783.42
2024-05-27,Snack,Supermarket,daily-shop,3163,12921.85
2024-01-01,Snacks,Convenience,Quick-Stop,1466,7151.6
2024-01-22,Beverage,Supermarket,FreshGrocer,2091,10656.94
2025-12-29,pACKAGED sNACKS,Convenience,QuickStop,1542,6401.47
2025-02-17,Beverage,Hypermarket,MegaMart Supercenters,2108,11035.8
2025-11-17,Drinks,Hypermarket,MegaMart Inc.,4982,17784.05
2025-10-13,F&B - SNACKS,Convenience,QuickStop,3757,10055.22
2025-05-12,Drinks,Hypermarket,MegaMart Inc.,4212,15626.48
2025-03-03,Packaged Snacks,Supermarket,Fresh Gr,1751,7510.73
2025-12-01,Snacks,Hypermarket,Giant Store,1074,3606.56
2024-06-03,Snacks,Online,PrimePantry Delivery,1615,6594.13
2025-07-07,F&B - Bev,Online,WebCart,1124,3649.67
2024-04-08,Packaged Snacks,Online,webcart.com,3084,5814.08
2025-10-06,F&Bz- Snacks,Hypermarket,MEGAMART SUPERCENTERS,4390,17996.08
2025-05-12,Bites,Hypermarket,gIANTsTORE,1650,6894.81
2025-08-25,Snack,Online,Prime Pantry,4893,8511.3
2025-09-29,f&b - bEV,Online,WEBCART ONLINE,2050,11562.18
2025-11-10,Snacks,Convenience,CornerStore Inc,4349,13853.57
2026-02-23,Liquid Refreshment,Supermarket,Daily Shop,3818,6840.56
2026-03-23,Packaged Snacks,Online,WEBCART.COM,1745,8576.19
2024-10-14,Liquid Refreshment,Convenience,QuickStop,2307,14813.54
2026-02-02,Bites,Convenience,Quick Stop,4219,25733.64
2025-12-29,Bevs,Supermarket,FreshGrocer LLC,2730,15265.37
2024-03-25,liquid refreshment,Hypermarket,tHE gIANT sTORE,3429,21428.15
2025-05-26,Beverages,Convenience,Quick Stop,4621,29730.57
2025-08-18,Snack,Hypermarket,Giant,2887,6889.77
2025-07-28,Drinks,Hypermarket,Mxart,3155,5903.86
2024-04-22,Liquid Refreshzent,Hypermarket,Giant Store,2725,11267.7
2025-08-18,Drinks,Convenience,quick stop,4580,17897.62
2024-01-08,Packaged Snacks,Hypermarket,MEGAMART SUPERCENTERS,2212,6223.85
2025-12-01,Liquid Refreshment,Convenience,Corner Store,2758,11412.51
2025-06-09,Snacks,Online,Web Cart,2427,11483.68
2026-04-13,f&b - bev,Supermarket,Daily Shop,1983,4157.79
2025-09-29,Packaged Snacks,Convenience,QUICKSTOP,2910,10057.51
2026-06-08,Liquid Refreshment,Convenience,Quick Stop,4860,18202.43
2025-06-16,F&B s Snacks,Convenience,QuickStop,1321,5778.43
2026-05-04,Snacks,Online,WebCart.com,1273,7356.76
2026-03-23,Snacks,Hypermarket,MegaMart Supercenters,3775,19550.54
2024-07-15,pACKAGaD sNACKS,Hypermarket,megamart inc.,1668,8772.45
2024-01-08,LIQUID REFRESHMENT,Hypermarket,giant corp,4691,11361.25
2025-06-16,bites,Hypermarket,GiantSzore,3915,23151.36
2024-06-10,Drinks,Supermarket,FreshGrocer LLC,4039,8861.39
2025-04-21,bEVERAGE,Supermarket,Fresh Gr,4790,18943.82
2024-12-16,Beveragss,Hypermarket,Mega Mart,4101,18633.07
2025-04-28,Bites,Online,WebCart Online,4265,11054.61
2026-02-16,Snack,Online,WEBCART.COM,2457,7539.93
2025-04-14,dRINKS,Convenience,qzICK-sTOP,1045,3740.41
2025-06-02,Snacks,Hypermarket,MegaMart Supercenters,1743,5323.49
2024-10-21,F&B - SNACKS,Convenience,CornerStore,4371,9075.56
2025-08-18,liquid refreshment,Convenience,CornerStore,3327,15825.75
2024-02-12,F&B - Bev,Hypermarket,GiantStore,2554,10961.1
2026-03-16,DRIeKS,Supermarket,DailySzop,1519,6599.78
2026-04-27,Snacks,Online,Prime Pantry,4040,12544.21
2026-05-04,Bevs,Hypermarket,mEGA mART,2320,10228.36
2026-03-09,Bevs,Online,PRIME PNTRY,1538,8429.76
2024-08-19,Bevs,Convenience,Quick Stop,3755,11277.58
2025-09-08,BEVEzAGE,Supermarket,dAILY sHOP,4707,13863.08
2024-03-25,BITES,Convenience,The Coaner Store,4583,19489.72
2024-11-18,F&B - Bev,Hypermarket,GiantStore,4998,26829.19
2024-04-22,Snacks,Hypermarket,megamart,2273,14202.78
2024-12-02,Snack,Online,WebCart Online,4920,25062.33
2026-01-05,F&B - Snacks,Convenience,QUICK-STOP,1432,6499.83
2025-01-27,F&B - BEV,Supermarket,DailyShop Local,3859,19951.37
2024-12-16,Beverage,Online,WebCart,2098,13088.09
2026-03-16,Snack,Hypermarket,Giant xtore,2646,16862.2
2024-08-26,F&B - Bev,Hypermarket,GiantStore,1538,8105.76
2025-02-17,F&B - Bev,Online,WebCart.com,2430,4582.61
2024-12-30,Packaged Snacks,Hypermarket,GiantStore,3285,7447.99
2024-11-18,sNACK,Convenience,Corner Store,1342,7066.14
2025-05-26,beverages,Online,Prime Pntry,3287,11413.17
2025-09-08,Packaged Snacks,Online,WebCart,2639,11554.76
2024-04-01,sNACK,Supermarket,dAILYsHOP lOCAL,3557,18669.44
2024-07-15,packaged snacks,Supermarket,Daily Shop,1615,3385.04
2026-06-01,Bites,Convenience,qUICKsTOP,2929,13929.18
2025-05-12,liquid refreshment,Supermarket,DailyShop Local,3900,10251.83
2025-07-14,pACKAGED sNACKS,Hypermarket,Giant Store,3224,7418.16
2026-04-06,Bites,Convenience,quick stop,4579,12447.54
2025-02-24,Drinks,Supermarket,FreshGrocer,1701,6537.1
2024-08-05,F&B - SNACKS,Convenience,quickstop,1839,5724.19
2026-05-04,Beverage,Convenience,CornerStore Inc,2401,13764.83
2025-02-17,Bevs,Supermarket,DailyShop,1432,3726.1
2024-03-04,Beversge,Supermarket,FreshGrocer,1898,5850.68
2025-09-29,sNACKS,Online,prime pntry,1293,5509.58
2025-08-25,snacks,Hypermarket,MEGAMART,4914,12740.12
2025-10-13,liquid refreshment,Convenience,Corner Stoee,3973,9171.84
2024-11-04,F&B - Snacks,Convenience,CornerStore,1832,3969.91
2026-01-12,Snack,Online,Prime Pntry,4634,18992.75
2026-04-20,Snack,Online,primepantry delivery,3263,16804.71
2024-07-01,Drinks,Convenience,Quick-Stop,2668,13282.57
2026-01-26,Bevs,Convenience,Quick Stop,1931,11418.79
2025-10-06,Liqaid Refreshment,Convenience,cORNERsTORE iNC,2528,16127.24
2026-02-16,lIQUIx rEFRESHMENT,Supermarket,DAILYSHOP LOCAL,1297,4711.23
2025-07-07,Beverages,Convenience,QUICKSTOP,1053,6542.26
2024-11-04,Beverages,Supermarket,Fresh Gr,2617,10687.51
2025-05-05,F&B - Bev,Online,wEBcART,1688,4632.65
2025-09-01,Beverages,Hypermarket,MegaMart Supercenters,3380,10158.22
2024-04-22,Liquid Refreshment,Convenience,CORNERSTORE,1137,1978.6
2024-11-25,Beverages,Online,PrimePantry,2054,5550.87
2024-12-23,Bites,Hypermarket,GiantStore,3728,11347.8
2024-01-29,f&b - snacks,Convenience,The Corner Store,3468,19396.04
2025-06-02,Bites,Convenience,Quick Stop,4695,20026.56
2025-09-01,F&B - Snacks,Supermarket,dailyshop,1759,6305.54
2024-12-09,Bevs,Hypermarket,The Giant Store,1734,5315.01
2025-10-13,bEVERAGES,Supermarket,fRESH gR,2797,8947.65
2026-01-19,Beverage,Hypermarket,Giant Corp,1802,3192.23
2024-05-20,Liquid Refreshment,Hypermarket,MegaMart Supercenters,4889,20612.63
2024-04-22,F&B - Bev,Online,PrimePantry,1704,4511.61
2025-07-07,F&B - Bev,Supermarket,fRESH gROCER,1630,4503.56
2026-06-15,sNACK,Online,PrimePantry Delivery,2036,5417.44
2025-08-11,F&B - Snacks,Convenience,CosnerStore,2282,4695.59
2024-01-08,Bites,Supermarket,FreshGrocer,2348,14925.55
2025-02-17,Bevs,Convenience,QuickStop Convenience,2960,4715.06
2024-07-08,Bites,Online,webcart.com,1718,8197.38
2025-11-03,Snack,Hypermarket,MegaMart,4492,14144.67
2025-05-26,Liquid Refreshment,Online,WebCart,2087,9362.59
2025-04-14,Beverage,Online,WEBCART OzLINE,3534,12203.12
2024-01-22,Bites,Convenience,Quick Stop,4141,17376.78
2026-06-01,Beverages,Online,prime pntry,2475,13693.87
2026-02-09,Bevs,Hypermarket,mEGA mART,2442,8118.47
2026-01-05,Drinks,Convenience,qUICKsTOP cONVENIENCE,2318,6839.74
2024-02-05,BEVS,Hypermarket,giant corp,1947,4612.34
2025-04-28,F&B - Bev,Hypermarket,MegaMart Inc.,2870,15631.24
2025-10-06,Liquid Refreshment,Hypermarket,mega mart,2400,10960.3
2024-12-23,Beverages,Hypermarket,MegaMart Inc.,2073,5492.42
2025-01-06,bEVERAGE,Online,Prime Pntry,2715,15287.6
2025-06-30,sNACKS,Hypermarket,The Giant Store,3132,13069.83
2024-02-12,Liquid aefreshment,Convenience,quick-stop,1560,4051.01
2025-06-09,Liquid Refreshment,Convenience,Corner Store,3186,13503.04
2025-09-15,Beverages,Online,Prime Pnxry,4952,17743.77
2026-06-08,F&B - Sxacks,Convenience,Corner Store,2309,11984.4
2025-04-28,Beverage,Convenience,the corner store,4897,20832.6
2025-08-11,Liquid Refreshment,Hypermarket,MegaMart Supercenters,1051,4237.01
2026-06-22,F&B - Bev,Convenience,Corner Store,3119,11873.69
2024-07-01,sNACKS,Convenience,quickstop convenience,3019,9036.32
2026-03-30,bEVS,Online,wEBcART oNLINE,3048,12035.09
2026-02-16,F&B - Snacks,Supermarket,Fresh Gr,1744,7268.77
2024-12-30,Beverages,Online,PRIME PNTRY,1348,5093.1
2024-07-29,F&B - Snacks,Supermarket,FreshGrocer,1645,4637.54
2024-01-22,Snacks,Online,Prime Pantry,2696,13747.49
2024-10-14,Snacks,Convenience,Corner Store,1403,5530.53
2025-02-24,Packaged Snacks,Convenience,Corner Store,2427,7489.32
2024-12-09,f&b - snacks,Online,WebCart Online,2002,12018.04
2025-06-23,f&b - bsv,Online,Prime Pntry,1601,9730.1
2025-12-01,drinks,Online,PrimePantry Delivery,3030,15881.75
2025-09-29,Beverage,Supermarket,DailyShop Local,4741,13555.63
2025-06-02,BEVERAGES,Convenience,cORNERsTORE,1879,7219.62
2026-03-30,Snacks,Online,WebCart,1331,8555.51
2024-09-30,beverage,Convenience,Corner Store,1949,11198.51
2024-05-27,Liquid Rsfreshment,Supermarket,Daily Shop,1536,3084.75
2025-08-11,Bitss,Supermarket,Daily-Shop,3544,7445.72
2024-08-05,BITES,Hypermarket,Giant Corp,4712,11842.72
2025-12-15,Beverages,Hypermarket,GIANT,3826,10457.86
2025-05-12,F&B - Bev,Convenience,CornerStore,2029,12838.44
2026-01-19,Drinks,Online,Web Cart,1255,3813.62
2024-01-01,Bites,Supermarket,DailyShop Local,4515,25727.08
2024-08-19,F&B - BEV,Supermarket,DailyShop,2957,8428.18
2024-02-26,Liquid Refreshment,Convenience,The Corner Store,3188,19631.6
2026-04-13,Snacks,Convenience,CornerStore Inc,2920,10029.02
2025-09-15,f&b - bEV,Supermarket,FreshGrocer,3815,7514.52
2025-02-10,Snacks,Convenience,Quick Stop,3024,7371.15
2024-12-30,Beverage,Hypermarket,MegaMaat,2274,4498.06
2024-07-29,Beverage,Online,Web Cart,4435,27694.18
2025-08-04,Snack,Supermarket,Daily Shop,4021,11109.45
2024-08-19,Snaek,Convenience,Quick-Stop,4637,7049.63
2024-06-10,Bexs,Hypermarket,Giant Corp,1761,8780.94
2026-02-09,Snack,Online,WebCart Online,1117,6331.07
2024-05-27,F&B - Snacks,Online,WEBCART,2093,8926.48
2026-06-01,Liquid Refreshment,Online,WebCart,2138,4821.89
2026-05-11,Bites,Supermarket,fresh grocer,4853,8385.51
2025-06-23,Snack,Supermarket,DailyShop Local,2807,11557.64
2025-06-09,SNACKS,Convenience,cORNERsTORE,2453,4537.55
2025-08-25,beverages,Supermarket,DailyShop Local,2475,9707.32
2025-04-28,sNACKS,Supermarket,fRESHgROCER llc,3910,22451.76
2025-07-07,Drinks,Online,Prime Pntry,3450,11845.1
2025-11-10,Snack,Convenience,Quick-Stop,1235,7782.51
2026-06-01,SNACK,Hypermarket,GiantStore,3769,11827.31
2025-09-22,F&B - Snacks,Online,Web Cart,3500,10893.6
2025-12-29,DRINKS,Supermarket,DAILYSHOP LOCAL,3254,12945.84
2025-03-31,F&B - Bev,Supermarket,Fresh Gr,1364,3022.3
2024-12-02,Bites,Hypermarket,Giant Corp,2817,12355.55
2025-12-01,Snack,Hypermarket,mEGAmART sUPERCENTERS,1424,2821.72
2025-08-11,pACKAGED sNACKS,Hypermarket,mEGAmART,2565,8118.94
2025-04-07,bITzS,Online,WezCart.com,4851,23785.12
2025-11-03,snacks,Online,Web Cart,2442,5080.27
2025-02-10,Bites,Convenience,cORNER sTORE,3307,16828.11
2026-05-18,Snack,Hypermarket,MegaMart Inc.,4397,8025.99
2024-10-28,Beverages,Convenience,quick stop,3123,17253.62
2024-05-13,Snacks,Convenience,The Corner Store,1975,8278.74
2026-02-16,bites,Hypermarket,MegaMart,3265,7802.28
2024-06-10,F&B - Bev,Online,Prime Pantry,4524,8343.91
2025-10-13,Snack,Supermarket,FreshGrocer,3071,14767.18
2024-05-20,F&B - SNACKS,Online,PRIMEPANTRY,4351,19887.59
2024-09-02,Bevs,Convenience,CornerStore,3348,17187.07
2025-12-08,Beverages,Hypermarket,mEGAmART sUPERCENTERS,3228,17784.67
2026-03-02,Drinks,Supermarket,FRESHGROCER LLC,2184,9858.17
2026-05-25,dRINKS,Hypermarket,Giant Corp,4369,24947.81
2024-10-28,liquid refreshment,Online,Web Cart,4284,26916.77
2025-10-27,sNACK,Supermarket,FreshGrocer LLC,4383,19881.49
2024-07-29,Snacks,Convenience,QuickStop,3230,10709.71
2026-04-13,Bezs,Hypermarket,MegaMart,4491,28479.32
2025-12-01,Beverage,Supermarket,Fresh Grocer,4176,15279.95
2025-12-01,F&B - Snacks,Convenience,corner store,4924,10189.88
2024-04-08,Snazks,Supermarket,freshgrocerzllc,4107,21308.7
2026-05-18,Snzck,Convenience,Quickxtop Convenience,3190,18490.06
2024-01-29,Bites,Online,Prime Pantry,1441,4023.35
2026-01-26,Beverages,Convenience,The Corner Store,3189,9298.64
2025-11-03,F&B - Snacks,Supermarket,Fresh Gr,2295,6233.85
2024-05-27,Drinks,Online,WEBCART,4224,13585.4
2025-12-29,Packaged Snacks,Online,PrimePantry Delivery,3040,6978.18
2024-09-09,BEVS,Supermarket,DailyShop,4008,22316.44
2025-03-24,Beverages,Online,Web Cart,2755,11327.45
2024-09-23,SNACKS,Online,WebCart.com,3223,19351.64
2024-03-18,Bites,Supermarket,Fresh Gr,1926,12245.81
2025-09-22,dRzNKS,Hypermarket,The Giant Store,1046,4967.25
2024-03-18,bEVERAGE,Hypermarket,GiantStore,2944,11851.25
2024-09-02,F&B - SNACKS,Hypermarket,Giant Corp,4530,12162.51
2024-07-01,sNACKS,Supermarket,FRESHGROCER LLC,4858,14652.19
2024-09-30,Liquid Refreshment,Online,WebCart.com,1087,4566.39
2024-08-12,Bites,Supermarket,FRESHGROCER,2402,13702.56
2024-02-26,F&B - Bev,Hypermarket,giantstore,2634,5045.03
2024-09-16,Packaged Snacks,Online,wEBsART,1959,8859.01
2024-11-04,lIQUID rEFRESHMENT,Online,Prime Pantry,3807,6848.4
2025-11-24,Liquid Refreshment,Supermarket,DailyShop,1207,4913.95
2026-06-08,bEVS,Online,pRIME pANTRY,1357,6608.77
2024-06-24,Drinks,Convenience,QuickStop,3642,10732.38
2024-03-04,Liquid Refreshment,Supermarket,DaelyShop Local,4889,25180.93
2026-02-16,F&B - Bev,Convenience,CornerStore,3303,20813.27
2025-01-13,Drinks,Hypermarket,tHE gIANT sTORE,2154,11394.7
2025-06-16,Drinks,Supermarket,dAILYsHOP,4546,17366.77
2025-03-10,Beverages,Convenience,The Corner Store,3874,22475.24
2024-02-12,BEVERAGES,Supermarket,FRESHGROCER,1226,5633.85
2025-10-27,Beverages,Hypermarket,MMart,4283,9786.97
2026-03-30,Pzckaged Snacks,Supermarket,Daily-Shop,3396,12039.86
2024-02-26,F&B - Snacks,Convenience,CornerStore,1895,9160.34
2024-07-22,Liquid Refreshment,Convenience,cORNERsTORE iNC,3924,8082.01
2025-08-18,Bevs,Supermarket,DailyShop,2165,7903.63
2024-04-22,Liquid Refreshment,Convenience,Quick-Stop,3466,20702.56
2025-04-21,Bevs,Hypermarket,Giant,1974,11510.57
2025-04-28,Snack,Convenience,CornerStore,1893,7300.11
2026-02-09,FaB - Snacks,Supermarket,Daily Shop,2672,4743.4
2025-09-22,Beverages,Supermarket,Daily-Shop,4214,7917.36
2026-01-05,Beverage,Convenience,tHE cORNER sTORE,1449,7881.3
2025-12-15,Beverages,Online,WEBCeRT.COM,1066,5006.0
2025-09-22,bites,Supermarket,fRESH gROCER,1722,3588.22
2024-10-21,F&B - Snacks,Hypermarket,tHE gIANT sTORE,3374,15392.89
2026-02-16,bEVERAGE,Convenience,Quick Stop,1240,6245.13
2025-07-14,DRINKS,Hypermarket,MegaMart,2365,13717.98
2024-07-08,Packaged Snacks,Convenience,Corner Store,1664,7248.45
2026-03-30,Packaged Snacks,Hypermarket,MegaMart Inc.,2799,16609.41
2025-01-20,Packaged Snacks,Supermarket,FreshGrocer LLC,2160,10444.23
2024-02-19,Liquid Refreshment,Supermarket,FreshGrzcer,2652,10788.8
2026-04-20,Bevs,Supermarket,Fresh Grocer,2245,9547.01
2025-03-17,Dainks,Online,WebCart.com,3883,25137.66
2024-06-03,Beverage,Convenience,cORNERsTORE ieC,3456,8723.75
2025-07-07,F&B - Snacks,Convenience,QuickStop Convenience,3870,15261.46
2024-01-01,Packaged Snacks,Hypermarket,MegaMart Supercenters,3307,15364.84
2024-12-16,bEVERAGES,Hypermarket,Giant,1868,6494.0
2024-09-23,Bites,Online,PrimePantry Delivery,4738,12936.93
2025-04-07,Beverage,Hypermarket,megamart,2378,14365.35
2025-07-14,Snack,Online,WebCart.com,1327,6687.25
2024-08-05,Packaged Snacks,Online,PRIMEPANTRY DELIVERY,2076,9226.97
2025-02-10,f&b - bev,Online,primepantry delivery,1474,3295.63
2024-09-23,Packaged Snacks,Hypermarket,GiantStore,1871,7778.56
2025-06-23,Bitss,Online,WebCart,1969,10726.7
2024-09-09,Beverages,Convenience,The Corner Store,4846,12683.5
2025-04-21,Beverages,Supermarket,DailyShop Local,3870,12454.92
2026-02-09,Packaged Snacks,Convenience,Quick-Stop,3879,11041.48
2025-04-21,sNACK,Convenience,QuickStop,1164,3774.69
2025-06-23,Snacks,Hypermarket,Mega Mart,1258,7783.28
2025-04-28,Drinks,Convenience,QUICKSTOP,2222,10402.88
2025-04-07,SNACK,Supermarket,dailyshop local,3340,13613.53
2025-07-21,bites,Supermarket,DzilyShop,3254,15579.66
2025-12-22,Snack,Hypermarket,megamart inc.,2757,13115.77
2024-03-11,F&B - BEV,Supermarket,Daily-Shop,4241,9162.11
2025-03-03,packaged snacks,Hypermarket,MzgaMart,4421,28442.64
2025-07-28,bEVS,Online,wEBcART,1538,4102.77
2026-05-18,Liquid Refreshment,Hypermarket,MEGA MART,3109,9623.67
2025-06-16,F&B - Bev,Online,primepantry delivery,3318,14181.14
2025-05-05,DRINKS,Convenience,QuickStop Convenience,1601,9138.37
2024-06-24,Beverages,Supermarket,dAILYsHOP,3075,18682.27
2026-02-23,SNACKS,Hypermarket,MMart,2832,18005.31
2024-07-29,bEVERAGE,Supermarket,Fresh Grocer,2762,7932.0
2024-06-03,DRxNKS,Hypermarket,MegaMart Supercenters,1390,3458.55
2025-04-07,Liquid Refreshment,Convenience,QuickStop Convenience,2030,11843.8
2024-02-19,pACKAGED sNACKS,Online,Prime Pantry,3901,13769.37
2024-12-16,F&B - Snacks,Supermarket,dAILY sHOP,3185,15591.8
2024-07-08,F&B - Bev,Supermarket,Daily-Shop,3001,11173.28
2024-12-16,Snacks,Convenience,cORNERsTORE,2288,7610.14
2026-03-02,F&B - Bev,Convenience,THE CORNER STORE,4667,12632.7
2024-08-12,Snazk,Online,Prime Pantry,1276,6243.11
2025-10-20,Bevs,Supermarket,dAILY sHOP,1510,4635.63
2025-03-24,Bites,Convenience,QuickStop,4226,19392.68
2025-06-09,Bevs,Hypermarket,GiantStore,1964,6326.73
2024-01-29,bEVS,Online,primepantry delivery,1472,2763.86
2025-04-21,F&B - Snacks,Hypermarket,The Giant Store,1198,4624.9
2024-07-22,SNACK,Hypermarket,MegaMart Supercenters,2736,7716.01
2024-04-01,beverages,Supermarket,FreshGrocer LLC,1417,4375.0
2025-10-27,Bexerages,Convenience,CornerStore,2678,14410.38
2024-12-30,Drinks,Convenience,CORNERSTORE INC,3957,20837.81
2025-05-19,Drinks,Hypermarket,MEGA MART,2242,11234.38
2024-04-29,BEVS,Online,webcart.com,1506,6065.34
2025-08-18,Bevs,Hypermarket,MMart,2556,7459.64
2025-04-21,F&B - Snacks,Hypermarket,mmart,1865,6992.71
2025-06-30,Liquid Refreshment,Convenience,QuickStop Convenience,4336,10793.06
2025-09-29,Snacks,Convenience,Corner Store,1164,7047.09
2024-12-23,Snack,Online,WebCart Online,1103,6088.34
2025-09-15,Snack,Convenience,QuickStop Convenience,1222,2723.98
2024-04-08,Liquid Refreshment,Hypermarket,giant corp,2193,7416.39
2025-09-15,Snaaks,Hypermarket,The Gaant Store,3429,14688.34
2024-10-14,Packaged Ssacks,Supermarket,Fresh Grocer,4639,20754.47
2024-06-24,Drinks,Hypermarket,Mega Mart,3524,16988.7
2024-10-07,Snack,Hypermarket,Giant Corp,4015,17290.17
2026-03-09,F&B - Bev,Supermarket,FreshGrocer,4952,18265.0
2025-11-17,pACKAGED sNACKS,Hypermarket,Giant,4802,7570.55
2025-01-20,Packaged Snacks,Supermarket,DAILY SHOP,4529,18695.29
2024-12-23,Beverage,Supermarket,Daily-Shop,1392,7953.61
2024-12-16,Bevs,Convenience,QuickStop Convenience,4438,20650.89
2026-06-22,Beverages,Convenience,QuickStop Convenience,4191,21152.87
2025-03-03,beverage,Online,PrimePantry Delivery,1365,2865.08
2024-05-20,Snacks,Online,Web Cart,2695,16101.45
2025-05-05,Snack,Online,Prime Pantry,1548,8905.91
2024-02-19,Snacks,Supermarket,FreshGrocer LLC,4510,17254.46
2025-10-20,F&B - Bev,Online,webcart.com,2019,7413.75
2024-08-26,Packaged Snacks,Supermarket,dailyshop,2769,14257.25
2024-09-23,Beverages,Convenience,CornerStore Inc,4055,19692.82
2025-01-06,Snack,Online,Prime Pantry,4169,24551.38
2025-02-24,Liquid Refreshment,Convenience,Quick-Stop,4974,17029.55
2025-12-08,beverages,Online,Prime Pantry,4612,17743.8
2025-02-03,packaged snacks,Convenience,Quick-Stop,1155,4280.65
2026-04-27,F&B - Snacks,Convenience,The Corner Store,1698,6714.81
2026-03-23,F&B - Snacks,Hypermarket,Giant Corp,1757,4850.49
2025-01-20,Bites,Online,Prime Pantry,1737,8978.57
2025-11-17,F&B - Bev,Supermarket,Daily Shop,3553,15344.26
2025-09-29,Beverages,Hypermarket,The Giant Store,4787,29905.2
2024-12-23,Snack,Supermarket,DailyShop Local,4619,21231.6
2024-09-09,bITES,Convenience,QuickStop,3959,6043.03
2024-01-29,Packaged Snacks,Hypermarket,GIANT STORE,1950,6025.54
2024-07-29,Drinks,Hypermarket,MegaMart,1323,3302.71
2026-02-02,Bites,Online,PrimePantry Delixery,1677,5319.41
2025-09-01,packaged snacks,Hypermarket,mmart,2689,14516.41
2024-01-08,F&B - BEV,Supermarket,Fresh Grocer,1593,6584.63
2024-08-26,Dzinks,Supermarket,Daily-Shop,1564,4452.96
2026-04-27,Liquid Refreshment,Hypermarket,the giant store,1108,6040.04
2025-01-13,Beverage,Supermarket,Fresh Grocer,1388,6694.55
2025-06-02,Packaged Snacks,Supermarket,fRESHgROCER llc,2191,4222.96
2024-07-08,Bites,Convenience,QuickStop Convenience,2111,9967.98
2025-09-15,bevs,Hypermarket,mEGAmART,3748,20835.38
2025-06-23,SNACKS,Online,PrimePantry Delivery,2225,3885.9
2024-02-26,Snack,Hypermarket,Giant Store,4356,11680.92
2025-10-20,Beverage,Hypermarket,Giant,2723,12794.21
2024-08-19,Packaged Snacks,Supermarket,FreshGrocer LLC,1501,4551.43
2024-04-29,snack,Convenience,CornerStore,2730,13717.26
2025-11-17,lIQUID rEFRESHMENT,Online,PRIME PANTRY,4379,11915.3
2024-08-05,Liquid Refreshment,Supermarket,fRESHgROCER llc,4926,27579.19
2024-03-11,bITES,Supermarket,DailyShop Local,4432,20864.55
2024-01-22,Drinks,Online,prime pantry,2819,14055.66
