Week_Start,Reported_SKU,Reported_Brand,Reported_Variant,Sub_Category,Reported_Category,Store_Type,Reported_Retailer,Volume,Unit_Price,Total_Sales
2025-09-29,SKU-1017,DoughBoy,DoubleChoco,Cookies,F&B - Snacks,Convenience,qUICK sTOP,340,4.51,1532.87
2025-11-03,SKU-1006,zAP,Classic,Energy,F&B - Bev,Supermarket,dailyshop local,485,4.5,2182.7
2024-07-22,SKU-1018,DoughBoy,Vnla,Cookies,Packaged Snacks,Online,wEB cART,448,3.66,
2026-05-11,SKU-1018,DoughBoy,vAN,Cookies,sNACK,Online,Prime Pntry,313,3.3,1034.28
2025-11-24,SxU-1006,Zap,OGNL,Energy,Beeerages,Hypermarket,Giant Corp,371,4.44,1646.71
2024-08-26,SKU-1016,SweetTreat,oatxeal,Cookies,F&B - Snacks,Convenience,The Corner Store,220,3.6,792.2
2024-07-29,SKU-1012,CrunchBite,Hot,Chips,F&B - Snacks,Supermarket,dAILY sHOP,484,3.82,1848.41
2026-04-13,sau-1011,CrunchBite,HONEY BBQ,Chips,F&B - SNACKS,Hypermarket,MEGAMART SUPERCENTERS,85,2.44,207.1
2025-01-13,SKU-1010,CrunchBite,sALTED,Chips,Packaged Snacks,Supermarket,DxilyShop,258,2.66,686.34
2025-07-07,SaU-1003,ColaMax,REG,Soda,Liquid Refreshment,Online,WebCart,555,2.79,1550.55
2024-09-02,SKU-1018,DoughBoy,Vanilla,Cookies,F&B - Snacks,Hypermarket,MegaMart Supescenters,330,3.24,
2026-05-25,SKU-1007,Zap,SugarFree,Energy,BEVERAGES,Online,WEBCART,387,4.17,1615.64
2025-05-05,SKU-1009,titan,Cers,Energy,Liquid Refreshment,Convenience,Quick-Stop,393,5.74,2257.36
2025-12-01,SKUa1016,SweetTreat,Oat,Cookies,F&B - Snacks,Online,pRIMEpANTRY dELIVeRY,622,5.05,3144.12
2024-07-08,SKU-1005,cOLAmAX,French Vanilla,Soda,Liquxd Refreshment,Hypermarket,gIANTsTORE,495,3.48,1723.93
2025-11-10,sku-1012,CrunchBite,hOT,Chips,F&B - Snacks,Online,WebCart Online,171,2.07,354.58
2026-06-15,SKU-1017,DoughBoy,Double Choco,Cookies,Snack,Hypermarket,Giant Coxp,436,2.23,972.36
2025-11-10,sku-1005,ColaMax,Van,Soda,Bess,Supermarket,Daily Shop,387,3.21,1243.8
2024-09-09,sku-1001,FizzPop,Zero Cal,Soda,Beverages,Hypermarket,Mega Mart,467,2.16,1007.16
2025-01-06,SKU-1006,ZAP,Original,Energy,Liquid Refreshment,Online,prime pntry,159,5.6,890.43
2025-03-10,SKU-1018,dOUGxbOY,Vanilla,Cookies,PACKAGED SNACKS,Supermarket,DAILYSHOP,367,3.99,1464.87
2025-10-06,SKU-1006,zAP,Orig,Energy,F&Be- Bev,Hypermarket,Giant,179,5.44,973.29
2026-06-22,SKU-1014,potatoking,Sour Crm,Chips,f&b - sNACKS,Online,Web Cart,486,2.97,1443.41
2026-05-04,SKU-1007,Zap,SUGAR FREE,Energy,F&B - Bev,Hypermarket,Giant Store,400,2.52,1006.9
2026-04-06,SKU-1012,CrunchBite,SPCY,Chips,Bites,Convenience,Quick-Stop,529,3.46,1831.63
2025-12-08,SKU-1009,Titan,Citrus,Energy,Liquid Refreshmant,Supermarket,Daily Shop,189,2.98,563.42
2025-05-26,SKU-1008,Titan,Bry,Energy,Bevs,Convenience,The Corner Store,476,5.12,2439.05
2025-08-04,sku-1008,TITAN,Mixed Berry,Energy,bEVS,Online,WebCart Online,756,2.39,1803.87
2026-06-08,SKU-1015,SweetTrext,chocochip,Cookies,Snack,Supermarket,frese grocer,60,3.74,224.55
2025-04-14,SKU-1008,tITAN,BERRY,Energy,Bevs,Online,Prime Pntry,70,3.16,221.38
2026-06-08,SKU-1000,fIZZpOP,Standard,Soda,F&B - BEV,Convenience,QuickStop,614,3.15,1935.97
2025-11-03,SKU-1004,colamax,0,Soda,Liquid Refreshment,Online,PrimePantry,103,4.44,457.0
2025-11-10,SKU-1013,PotatoKing,Clssc,Chips,Packaged Snacks,Supermarket,Fresh Grocer,693,3.58,2481.22
2024-12-30,SKU-1007,Zap,sugar free,Energy,Drinks,Convenience,QUICKSTOP CONVENIENCE,251,5.56,1396.26
2026-04-13,SKU-1007,Zap,SF,Energy,drinks,Supermarket,FreshGrocer LLC,524,2.07,1082.87
2025-08-25,SKU-1016,SweetTreat,Oat,Cookies,Snacks,Convenience,CornerStore,152,5.66,861.02
2025-01-20,SKU-1008,tITAN,Bry,Energy,Bevs,Hypermarket,MegaMart,510,3.11,1583.57
2025-08-11,SKU-1002,FizzPop,Cherry,Soda,Bevs,Hypermarket,Mega Mart,265,2.3,610.31
2026-03-02,SKx-1009,Titan,lEMON-lIME,Energy,bEVS,Supermarket,FRESHGROCER,213,3.6,765.87
2026-01-12,sku-1008,TITAN,Mixed Berry,Energy,Liquid Refreshment,Supermarket,FreshGrocer,211,4.21,887.33
2025-02-24,SKU-1004,ColaMax,Zero Sugar,Soda,BEVERAGES,Online,PrimesPntry,224,3.08,689.78
2025-07-21,SKU-1009,Titan,Citrs,Energy,Liquid Refreshment,Convenience,qUICK sTOP,79,4.45,351.94
2024-01-22,SKU-1013,PxtatoKing,cLSSC,Chips,Snack,Hypermarket,MegaMart,489,2.28,1116.7
2026-04-20,SKU-1004,ColaMax,Zero Sugar,Soda,BEVERAGES,Online,PrzmePantry Delivery,166,3.27,542.41
2024-04-08,seu-1016,SweetTreat,Oatmeal Raisin,Cookies,BITES,Convenience,quick stop,125,3.18,397.22
2026-02-23,sku-1015,sWEaTtREAT,Choco Chip,Cookies,SNACK,Convenience,QUICK-STOP,184,2.19,402.39
2024-12-09,SKU-1008,Titan,Bry,Energy,BEVERAGES,Hypermarket,mEGA mART,394,5.03,1983.42
2024-12-23,SKU-1005,ColaMax,Vanilla,Soda,Drinks,Convenience,quick-stop,254,4.49,1141.25
2024-03-25,SKU-1005,ColaMax,French Vanilla,Soda,Beversge,Online,Web Cart,256,2.54,649.48
2025-09-08,sku-1002,FizzPop,cherry,Soda,Beverage,Hypermarket,MegaMart Supercenters,441,5.69,2508.26
2025-06-23,SKU-1005,colamax,French Vanilla,Soda,Beverage,Online,prime pntry,173,4.79,829.23
2026-04-20,SKU-1000,FizzPop,oRIG,Soda,BEVERxGES,Convenience,Quick-Stop,160,5.33,852.59
2024-03-04,SKU-1005,ColaMax,vAN,Soda,Beverage,Hypermarket,Giant Store,118,2.54,299.58
2025-11-10,SKU-1006,ZAP,Original,Energy,Beveragas,Convenience,CornerStore,428,2.61,1116.42
2025-07-21,SKU-1001,fIZZpOP,Dt,Soda,Beverage,Supermarket,Fresh Gr,119,3.91,464.84
2024-04-01,SKU-1000,FizzPop,Orig,Soda,liquid refreshment,Convenience,Quick Stop,65,3.09,200.6
2024-07-22,SKU-1006,Zap,CsASSIC,Energy,Beverage,Online,WebCart,345,5.54,1911.98
2025-07-14,SKU-1005,cOLAmAX,vNLA,Soda,Beverages,Convenience,QuickStop,418,3.14,1312.37
2026-03-23,sku-1010,CrunchBite,Salted,Chips,SNeCK,Online,WebCart.com,485,5.84,2834.78
2025-05-12,sku-1014,PotatoKing,Sour Cream,Chips,F&B - Snacks,Convenience,QuickStop,476,4.07,1938.59
2026-02-09,sku-1007,Zap,No Sugar,Energy,Beverages,Online,wEBcART.COM,192,3.11,597.92
2024-04-08,SKU-1002,fIZZpOP,Chery,Soda,Bevs,Online,PrimePantry,190,5.28,1003.68
2025-10-13,SKU-1004,ColaMax,0,Soda,Bevs,Online,Prime Pntry,368,5.92,2180.27
2025-07-28,sku-1018,dOUGHbOY,Van,Cookies,Snack,Hypermarket,ThezGiant Store,331,4.19,1387.71
2024-12-30,SKU-1013,PotatoKing,Clssc,Chips,Snack,Hypermarket,GiantStore,565,2.19,1236.72
2024-10-21,SKU-1005,cOLAmAX,FrenchxVanilla,Soda,Bevs,Supermarket,Fresh Grocer,380,5.75,
2026-03-23,SKe-1005,colamax,Van,Soda,LIQUID REFRESHMENT,Hypermarket,Giant Corp,124,2.36,292.26
2025-04-07,SKU-1010,CrunchBite,Salted,Chips,Snacks,Convenience,cORNERsTORE iNC,483,5.74,2772.88
2025-02-10,SKU-1014,PotatoKing,Sour Cream,Chips,pACKAGED sNACKS,Online,webcart online,431,4.27,1838.5
2025-10-13,SKU-1015,SweetTreat,Chocolate Chip,Cookies,pACKAGED sNACKS,Online,PrimePantry Delivery,258,3.35,864.82
2025-04-07,SKU-1016,SweetTreat,oatmeal,Cookies,SNACK,Online,primepantry,254,4.62,1172.56
2026-03-16,SKU-1002,FizzPop,wild cherry,Soda,Liquid Refreshment,Convenience,tHE cORNER sTORE,356,3.33,1183.88
2025-09-15,SKU-1018,DoughBoy,Vnla,Cookies,Snacks,Supermarket,Fresh Gr,101,2.05,207.3
2025-02-17,SKU-1008,tITAN,Bxry,Energy,Liquid Refreshment,Convenience,CornerStore,112,2.93,328.05
2026-02-16,SKU-1004,COLAMAX,Zero,Soda,Bevs,Hypermarket,Mega Mart,193,3.14,605.6
2024-09-02,SKU-1009,Titan,Ctrs,Energy,lIQUID rEFRESHMENT,Hypermarket,Gient Corp,258,4.67,1204.83
2024-08-05,SKU-1000,fIZZpOP,reg,Soda,Beverages,Convenience,QuickStop Convenixnce,277,2.3,636.63
2025-12-15,SKU-1004,ColaMax,No Sugar,Soda,dRINKS,Convenience,QUICKSTOP CONVENIENCE,250,3.42,855.12
2025-11-10,SKU-1018,DoughBoy,Van,Cookies,Bixes,Hypermarket,GiantStore,515,5.63,2898.33
2025-08-11,SKU-1018,Doughxoy,Vala,Cookies,PACKAGED SNACKS,Supermarket,DailyShop,135,4.74,
2025-01-13,SKU-1004,ColaMax,No Sugar,Soda,Bexs,Online,WebCart Online,497,5.62,2791.86
2024-04-22,SKU-1018,DoughBoy,VNLA,Cookies,Snack,Convenience,CORNERxTORE,164,3.65,598.84
2024-06-03,sku-1003,ColaMax,rEG,Soda,BEVS,Supermarket,fRESH gR,304,4.83,1468.35
2024-04-22,SKU-1005,ColaMax,fRENCH vANILLA,Soda,Beverage,Online,PrimePantry,181,3.17,573.59
2026-06-08,sku-1003,cOLAmAX,Reg,Soda,Liquid Refreshment,Convenience,CORNERSTORE INC,491,2.73,1342.81
2024-06-10,SKU-1007,Zap,SUGARFREE,Energy,Drinks,Supermarket,fresh gr,361,3.57,1288.44
2026-04-13,SKU-1008,Titsn,Bry,Energy,Bevs,Online,primepantry,276,3.08,
2024-09-09,SKU-1008,Titan,Bry,Energy,Bevs,Hypermarket,MegaMart,75,4.83,362.17
2024-05-13,SKU-1016,SweetTreat,Oatmeal Raisin,Cookies,F&B - Snacks,Convenience,cORNERsTORE iNC,450,2.84,1277.24
2024-08-12,SKU-1005,colamax,fRENCH vANILLA,Soda,Liquid Refreshment,Convenience,CornerStore Inc,580,3.94,2284.31
2024-06-10,SKU-1011,cRUNCHbITE,bAsBECUE,Chips,F&B - Snacks,Supermarket,Daily Shop,104,3.79,393.96
2024-06-24,SKU-1002,FizzPop,Chry,Soda,F&B - Bev,Convenience,QuickStop Convenience,256,5.22,1337.33
2025-07-14,SKU-1x07,zap,sugarfree,Energy,Beverage,Supermarket,Daily-Shop,757,5.41,4095.16
2025-02-03,SKU-1006,Zap,Classic,Energy,dRINKS,Online,webcart.com,186,4.6,854.8
2024-11-18,SKU-1011,CrunchBite,bbq,Chips,Snack,Hypermarket,MegaMart Supercenters,485,3.66,1774.29
2024-09-23,SKU-1008,TITAN,mixed berry,Energy,Beverage,Supermarket,Daily Shop,354,5.84,2067.35
2025-01-13,SKU-1016,SweetTxeat,Oat,Cookies,F&B - SNACKS,Convenience,CornerStore Inc,415,3.41,1416.06
2024-08-05,SKUz1010,CrunchBite,Salted,Chips,Snack,Supermarket,Fresh Gr,402,2.0,802.7
2024-02-05,sku-1010,cRUNCHbITE,Salt,Chips,BITES,Convenience,CornerStore Inc,300,3.85,
2025-06-16,SKUs1012,CrunshBite,Flamin,Chips,Snack,Supermarket,dAILY-sHOP,57,5.49,313.19
2024-12-23,sku-1007,zAP,Sugar Free,Energy,f&b - bev,Hypermarket,Giant,353,3.48,1228.89
2024-03-18,SKU-1005,ColaMax,Van,Soda,FaB - Bev,Hypermarket,giant store,311,4.15,1289.45
2026-05-18,SKU-1012,CrunchBite,hot,Chips,Snzck,Hypermarket,Megaeart Supercenters,422,5.03,2123.52
2025-09-29,SKU-10s4,PotatoKing,Seur Cream,Chips,Packaged Snacks,Hypermarket,The Giant Store,512,3.3,1692.1
2024-07-08,SKU-1008,Titan,Mixed Berry,Energy,Bevs,Online,WEBCARTaONLINE,531,4.73,2513.52
2024-10-21,SKU-1006,Zap,Ognl,Energy,bEVERAGE,Supermarket,Daily-Shop,207,2.45,507.03
2024-07-08,SKU-1z10,CruxchBite,Sltd,Chips,Snack,Supermarket,DailyShop,345,5.08,1752.37
2025-07-21,SKU-1015,sweettreat,CC,Cookies,F&B - Snacks,Hypermarket,Mega Mart,237,4.05,959.64
2025-01-27,sku-1015,SweetTreat,ChocoCsip,Cookies,snacks,Convenience,The Corner Store,441,4.49,1978.01
2025-09-08,SKU-1011,CrunchBite,Barbecue,Chips,PACKAGED SNACKS,Online,wEBcART.COM,197,4.12,811.58
2024-11-04,SKU-1000,fizzpop,Regular,Soda,Beverages,Hypermarket,GiantStore,171,3.94,673.49
2024-07-22,SKU-1012,cRUNCHbITE,Flamin,Chips,Bites,Supermarket,Daily Shop,84,5.76,483.64
2026-01-12,SKU-1017,DOUGHBOY,dBL cHOCO,Cookies,Packaged Snacks,Convenience,QuickStop Convenience,302,3.01,908.36
2026-04-20,SKU-1005,ColaMax,Vanilla,Soda,Drinks,Hypermarket,MegaMart,158,2.43,383.2
2025-02-24,sku-1007,ZAP,No Sugar,Energy,Beveraxe,Supermarket,FreshGrocer,390,3.19,1245.63
2025-11-17,SKU-1008,Titan,Berry,Energy,F&B - Bev,Online,WebCart Online,119,3.0,357.37
2024-02-26,SKU-1013,PotatoKing,Clssc,Chips,F&B - Snacks,Hypermarket,MegaMart Supercenters,297,2.88,854.36
2024-12-30,SKU-1003,colamax,base,Soda,Beverage,Convenience,Corner Store,162,4.9,794.28
2026-01-19,SKU-1017,DoughBoy,Dbl Choco,Cookies,Snacks,Hypermarket,The Gians Store,667,4.55,3032.3
2025-10-13,SKU-1012,CrunchBite,Spicy,Chips,Bites,Hypermarket,giant store,418,2.14,894.67
2024-12-02,SKU-1007,Zap,SF,Energy,Liquid Refreshment,Hypermarket,MegaMart Supercenters,167,2.33,389.0
2025-09-01,SKU-1010,CrunchBite,Original Salted,Chips,BITES,Hypermarket,Mega Mart,283,4.01,1134.98
2025-08-11,sxu-1006,Zap,Ognl,Energy,F&B - Bev,Supermarket,Fresh Gr,687,2.41,1657.83
2026-03-23,SKU-1010,CrunchBite,Salt,Chips,Snack,Online,PrimePantry,162,5.43,879.63
2025-11-03,SKU-1000,FizzPop,reg,Soda,F&B - Bev,Hypermarket,MegaMart Inc.,464,2.58,1195.22
2024-09-16,SKU-1000,FIZZPsP,Standard,Soda,Liquid Refreshment,Online,PrimePantry,164,5.22,856.76
2024-03-25,sku-1011,CrunchBite,Barbeque,Chips,Snacks,Hypermarket,gIANT sTORE,107,5.55,593.63
2024-03-04,SKU-1013,potatoking,oRIGIsAL,Chips,sNACK,Online,WebCart.com,250,5.99,1496.32
2024-11-04,SKU-1008,Titan,bERRY,Energy,bEVERAGES,Hypermarket,Giant Corp,55,2.73,150.18
2024-07-22,SKU-1013,PotatoKing,Original,Chips,Snacks,Convenience,quick stop,85,4.69,398.31
2024-06-03,SKU-1a11,CRUNCHBITE,bARBECUE,Chips,F&B - SNACKS,Supermarket,dAILY-sHOP,267,2.16,577.63
2024-07-29,SKU-1016,SWEETTREAT,oat,Cookies,Packaged Snacks,Supermarket,Daily-Shop,218,4.55,991.46
2025-04-21,SKU-1017,doughboy,Dbl Chc,Cookies,Bites,Supermarket,Daily-Shop,378,4.24,1601.24
2025-08-25,SKU-1015,SweetTreat,Chocolate Chip,Cookies,bites,Online,WEBCART ONLINE,153,5.84,893.85
2025-09-01,SKU-1004,ColaMex,ZERO SUGAR,Soda,F&B - Bev,Hypermarket,megamart,305,3.99,1217.68
2024-08-12,SKU-1009,Titan,lemon-lime,Energy,F&B - Bev,Online,WebCart Online,393,3.83,1504.17
2024-12-02,SKU-1002,FizzPop,wILD cHERRY,Soda,drinks,Supermarket,Fresh Gr,490,2.37,1160.41
2025-08-11,SKU-1016,sWEETtREAT,oATMEAL rAISIN,Cookies,snack,Online,WebCart,495,5.2,
2024-10-21,SKU-1012,CrunchBite,Spicy,Chips,Bites,Convenience,qUICK sTOP,150,4.32,647.48
2024-06-03,SKU-1013,PotatoKixg,CLASSIC,Chips,Packaged Snacks,Convenience,Quick Stop,93,4.44,413.06
2026-02-16,SKU-1001,FizzPop,lITE,Soda,F&B - Bev,Hypermarket,MMART,415,3.24,1342.98
2024-04-29,SKU-1011,cRUNCHbITE,Barbecue,Chips,BITzS,Hypermarket,GiantzStore,271,4.43,1200.3
2024-03-11,sku-1002,fIZZpOP,cherry,Soda,Drinks,Convenience,CornerStore,344,4.35,1495.17
2024-02-12,SKU-1012,CrunchBite,flamin,Chips,snacks,Supermarket,fRESHgROCER llc,382,3.53,1350.01
2025-01-06,sku-1001,FizzPop,Lite,Soda,Beverages,Convenience,Quixk Stop,216,2.48,536.44
2026-03-02,SKU-1008,TITzN,Bery,Energy,Beverage,Hypermarket,MegaMart Inc.,248,5.18,1285.81
2026-04-13,SKU-1006,Zap,oGNL,Energy,Liquid Refreshment,Hypermarket,MegaMart Supercenters,321,4.62,1483.32
2025-02-24,SKU-1001,fIZZpOP,dT,Soda,Bevs,Convenience,qUICKsTOP,450,4.42,1987.97
2025-11-24,SKU-1016,SweetTreat,oatmeal raisin,Cookies,Packaged Snacks,Hypermarket,Giant Store,380,4.26,1618.51
2025-10-20,SKU-1012,CrunchBite,Spzy,Chips,Snask,Supermarket,fRESH gR,423,3.38,1428.87
2025-01-13,SKU-1004,colamax,zero,Soda,Liquid Refreshment,Hypermarket,MMart,388,4.17,1618.01
2025-01-06,SKU-1015,SweetTreat,ChocoChip,Cookies,Snack,Online,web cart,498,3.22,1602.7
2024-07-01,SKU-1012,CrunchBite,Hot,Chips,F&B - Snacks,Online,Web Cart,339,4.63,1569.98
2024-12-23,SKU-1018,doughboy,French Vanilla,Cookies,sNACKS,Online,wEBcART,632,5.75,3633.74
2026-03-09,SKU-1013,PotatoKing,CLASSIC,Chips,Packaged Snacks,Convenience,cORNERsTORE iNC,143,4.84,691.46
2025-03-10,SKU-1009,titan,cztrus,Energy,F&B - Bev,Hypermarket,Giant,281,4.36,1225.36
2025-01-13,sku-1008,tITAN,Mixed Berry,Energy,dRINKS,Convenience,QuickStop,376,2.06,775.54
2026-01-19,SKU-1a16,SweetTreat,Oatml,Cookies,Saack,Convenience,CornerStore,364,3.57,1301.24
2025-03-17,skus1009,Titan,Cixrs,Energy,bEVERAGES,Supermarket,Daily Shop,181,2.39,432.0
2025-12-22,SKU-1005,ColaMax,VNLA,Soda,F&B - Bev,Online,PrimePantry Delivery,259,2.98,770.57
2026-01-05,sku-1002,FizzPop,Wild Cherry,Soda,f&b - bev,Hypermarket,mmART,490,5.12,2509.7
2025-03-03,SKU-1012,CranchBite,SPCY,Chips,Snack,Supermarket,FreshGrocer,205,3.76,771.01
2024-07-22,SKU-1011,CrunchBite,Honey BBQ,Chips,Packaged Snacks,Convenience,Corner Store,500,2.51,1257.19
2024-01-01,sku-1015,SweetTreat,CC,Cookies,Packaged Snacks,Online,Web Cart,441,4.98,2194.68
2025-11-17,sku-1001,FizzPop,Zero Cal,Soda,f&b - bEV,Hypermarket,The Giant Store,392,2.14,836.96
2025-12-22,SKU-1012,CrunchBite,HOT,Chips,Bites,Supermarket,daily shop,705,2.07,1458.01
2025-07-14,sku-1014,pOTATOkING,Sour Cream,Chips,Bites,Online,webcart.com,300,3.22,964.66
2025-01-20,SKU-1007,Zap,Sugar Free,Energy,Bevs,Hypermarket,MMart,286,4.76,1360.18
2024-05-20,SKU-1018,DoughBoy,vnla,Cookies,Snack,Online,WEBCART.COM,184,5.19,
2024-10-07,SKU-1000,fIZZpOP,Szandard,Soda,Liquid Refreshment,Hypermarket,Mega Mart,393,4.73,1858.79
2026-02-23,SKU-1001,FizzPop,Lite,Soda,Liquid Refreshment,Supermarket,Daily Shop,470,2.9,1364.26
2024-01-22,SKU-1015,SweetTreat,Chocolate Chip,Cookies,packaged snacks,Hypermarket,Giant Corp,308,3.0,922.74
2025-01-06,SKU-1001,FizzPop,Lite,Soda,bevs,Hypermarket,GiantStore,306,5.57,1703.59
2025-12-29,sku-1009,Titan,cITRUS,Energy,Beverages,Supermarket,dAILY sHOP,421,2.25,949.25
2025-12-08,sku-1013,pOTATOkING,Classic,Chips,Snack,Online,WebCart,537,1.99,1069.62
2025-09-22,sku-1014,pOTATOkING,Sour Cream,Chips,Packaged Snacks,Online,PRIME PANTRY,421,4.53,1908.15
2024-11-11,SKU-1006,zAP,Ognl,Energy,lIQUID rEFRESHMENT,Online,WebCart Online,411,3.71,1526.12
2026-02-23,sku-1003,colamax,std,Soda,Beverages,Hypermarket,The Giant Store,136,2.42,328.87
2024-10-21,SKU-1018,DoughBoy,FRENCH VANILLA,Cookies,Snacks,Supermarket,Daily-Shop,424,5.98,2536.71
2025-09-01,SKU-1014,pOTATOkING,Sour Cream,Chips,PACKAGeD SNACKS,Supermarket,DailyShop,456,3.43,1563.38
2024-12-23,SKU-1003,ColaMax,STANDARD,Soda,Beverages,Convenience,QuickStop Convenience,203,2.77,563.1
2025-06-02,SKU-1006,Zap,ognl,Energy,Drinks,Online,PrimePantry Delivery,686,3.19,2191.62
2024-04-15,sku-1014,POTATOKING,SC & ONION,Chips,Packaged Snacks,Hypermarket,GiantStore,120,5.68,681.39
2024-09-16,SKU-1015,SweetTreat,Choco Chip,Cookies,F&B - Snacks,Convenience,Quick-Stop,426,5.47,2329.02
2025-04-07,SKU-1005,ColaMax,Vnla,Soda,Beverage,Hypermarket,MMart,490,2.44,1193.54
2024-11-25,sku-1003,ColaMax,Std,Soda,F&B - Bev,Hypermarket,MegaMart,261,4.2,1096.45
2024-06-24,SKU-1002,FizzPop,Cherry,Soda,Beverages,Online,WebCart,258,5.02,
2025-04-14,SKU-1003,ColaMax,Standard,Soda,Beverages,Convenience,CornerStore,264,5.76,1520.37
2025-07-28,SKUe1004,cOLAmAX,zERO,Soda,Beverages,Hypermarket,Giant Store,774,4.15,3209.6
2024-09-30,SKU-10z5,cOLAmAX,French Vanilla,Soda,Drinks,Hypermarket,MMart,299,3.54,1057.72
2024-04-22,SKU-1005,ColaMax,Van,Soda,F&B - Bev,Convenience,the corner store,237,4.0,947.65
2025-06-09,SKU-1010,CrunchBite,Salted,Chips,Snack,Supermarket,Daily-Shop,510,5.16,2629.23
2025-01-13,SKU-1012,CrunchBite,Spicy,Chips,Bites,Convenience,CornerStore Inc,513,2.21,1136.24
2026-02-16,SKU-1014,PotatoKing,SouaCream,Chips,packaged snacks,Hypermarket,MegaMart Supercenters,407,4.63,1883.16
2024-04-08,sku-1012,CrunchBite,spcy,Chips,Packaged Snacks,Convenience,Quick-Stop,158,2.59,409.94
2024-01-15,sku-1000,FizzPop,Reg,Soda,beverages,Hypermarket,GIANT CORP,161,3.92,631.67
2024-08-05,SKU-1012,cRUNCHbITE,hOT,Chips,Bites,Supermarket,FreshGrecer,301,4.46,1341.96
2024-05-13,SKU-1008,Titan,Mixed Berry,Energy,Drinks,Hypermarket,MegaMart,199,4.79,953.33
2025-06-23,SKU-1007,Zap,SUGARFRsE,Energy,Liquid Refreshment,Supermarket,DailyShop,686,2.49,1710.12
2026-05-11,SKU-1005,ColaMax,Vnla,Soda,Drinks,Supermarket,FreshGrocer LLC,364,3.36,1223.7
2024-11-25,SKU-1015,sWEETtREAT,Chocolate Chip,Cookies,Packaged Snacks,Supermarket,DailyShop Locel,354,2.87,1016.51
2024-05-06,SxU-1016,SweetTreat,Oatml,Cookies,Packaged Snacks,Online,wEB cART,225,5.46,1228.81
2026-05-04,SKU-1002,FizzPop,cHRY,Soda,Beverage,Convenience,QuickStop Convenieace,514,4.2,2156.42
2024-11-18,sku-s008,Titan,Berry,Energy,Liquid Refreshment,Supermarket,DailyShop Local,98,2.94,288.18
2025-06-23,sku-1016,sWEETtREAT,Oatml,Cookies,Bites,Online,PrimePantry,287,4.47,1282.87
2025-12-22,SKU-1007,Zap,No Sugar,Energy,Bevs,Supermarket,DailyShop,384,5.77,2215.14
2024-02-12,SzU-1001,FIZZPOP,Dt,Soda,DRINKS,Supermarket,dailyshop,310,4.42,1369.01
2024-07-22,SKU-1005,Colaaax,Van,Soda,liquid refreshment,Supermarket,FreshGrocer,418,3.44,1438.0
2026-06-08,sku-1007,ZAP,sf,Energy,Bevs,Supermarket,DailyShop Local,775,4.87,3776.66
2025-12-08,sku-1015,SweetTreat,ChocoChip,Cookies,f&b - snacks,Online,WebCart,581,3.91,2271.31
2025-08-18,sku-1014,PotatoKing,sourcream,Chips,snack,Hypermarket,Giant Corp,225,4.38,986.5
2024-09-16,SKU-1005,cOLAaAX,VAN,Soda,Drinks,Convenience,CornerStore,349,5.81,2028.69
2024-06-24,sku-1014,POTATOKING,SC & Onion,Chips,F&B - Snacks,Supermarket,Daily-Shop,441,2.73,1202.44
2025-09-01,SsU-1003,ColaMax,Standerd,Soda,Beverage,Hypermarket,Giant,67,4.82,323.09
2025-10-27,SKU-1012,crunchbite,Hot,Chips,Packaged Snacks,Hypermarket,GiantStore,444,3.69,1638.01
2024-08-12,sku-1005,ColaMax,Vnla,Soda,Beverages,Convenience,qUICKsTOP,516,3.56,1839.01
2025-08-18,SKU-1007,Zap,sf,Energy,Liquid Refreshment,Supermarket,FreshGrocer,378,2.77,
2024-09-09,SKU-1013,pOTATOkING,Original,Chips,Packaged Snacks,Supermarket,Fresh Grocer,302,5.77,1743.31
2024-02-26,sku-1013,PotatoKing,Classc,Chips,sNACK,Supermarket,DailyShop Local,455,3.63,
2025-03-03,SKU-1003,ColaMax,BASE,Soda,F&B - Bev,Online,PrimePantry Delivery,384,5.38,2067.36
2024-03-11,SKU-1017,douahboy,Dbl Choco,Cookies,F&B - SNACKS,Hypermarket,mEGA mART,140,2.43,340.81
2025-12-29,SKU-1015,SweetTzeat,CC,Cookies,snacks,Supermarket,Daily Shop,306,4.61,1411.19
2024-05-20,SKU-1010,ceunchbite,Original Salted,Chips,Snacks,Hypermarket,giant,250,2.95,
2024-04-22,SKU-1003,ColaMax,Standard,Soda,Beverages,Hypermarket,Mega Mart,257,4.4,1130.8
2026-06-15,SeU-1009,Titan,Ctrs,Energy,bEVS,Hypermarket,Mega Mart,667,4.08,2720.85
2026-03-30,SKU-1000,FizzPop,Standard,Soda,F&B - Bev,Online,wEBcART.COM,411,2.81,1156.56
2025-03-03,SKU-1010,CrunchBite,Sltd,Chips,Snack,Hypermarket,Megaxart Inc.,135,5.28,712.8
2024-09-16,SKU-1016,SweetTreat,OzTML,Cookies,Snacks,Online,WebCart Onlzne,89,4.11,366.08
2024-07-08,SKU-1017,doughboy,dbl choco,Cookies,Packaged Snacks,Online,WebCart.com,497,5.43,2697.1
2024-07-29,SKU-1008,Titan,berry,Energy,Beverage,Supermarket,Daily Shop,691,2.06,1421.4
2024-12-30,SKU-1011,crunchbite,Honey BBQ,Chips,SNACKS,Supermarket,FreshGrocer,337,3.89,1310.84
2024-07-01,SKU-1018,DoughBoy,Vnla,Cookies,Snack,Hypermarket,MMart,284,3.8,1079.16
